Product Name,Category,Quantity,Original Price (Rs.),Discount,Discounted Price (Rs.)
Gourmet Golden Berries,Dry Fruits,200 g,580.0,0% off,580.0
California Walnut Kernels - Extra Light Halves,Dry Fruits,250 g - Box,,0% off,
PRN - Pitted Prunes - Dried Seedless Plums,Dry Fruits,200 g - Pouch,249.0,0% off,249.0
Amla Bites,Dry Fruits,85 g - Pouch,,0% off,
Tummy Pops Kesar Saunf Mix,Dry Fruits,95g - Paper Pouch,75.0,0% off,75.0
Arabian Dates,Dry Fruits,500 g - Pouch (B1G1 Free),,0% off,
Pan Delight,Dry Fruits,155 g - packet,50.0,0% off,50.0
Pista - Plain,Dry Fruits,100 g,326.34000000000003,₹26 OFF,259.0
Flax Seeds - Roasted & Salted,Dry Fruits,1 Kg,375.0,25% OFF,300.0
Mouth Freshener - Imli Ladoo (With Out Seed),Dry Fruits,100 g - Jar,60.0,0% off,60.0
"Pistachios - Jumbo, Roasted, Lightly Salted",Dry Fruits,200 g,465.0,0% off,465.0
California Almonds,Dry Fruits,250 gm,399.0,0% off,399.0
Dates/Kharjura - Seedless,Dry Fruits,500 g,,0% off,
Black Currant,Dry Fruits,200 g,,0% off,
Gourmet Morning Berries,Dry Fruits,340 g - Pouch,640.0,0% off,640.0
Being Healthy Mixed Dry Fruits,Dry Fruits,340 g - Pouch,680.0,0% off,680.0
Trail Mix - Mix Berries,Dry Fruits,100 g,,0% off,
WDT - Kalmi Dates Safawi,Dry Fruits,500 g - Mono,425.0,0% off,425.0
Premium Pitted Prunes,Dry Fruits,200 g,349.0,0% off,349.0
Aam Goli,Dry Fruits,180 g,125.0,0% off,125.0
"Seedless Rabbi Dates - Rich In Antioxidants, Naturally Sweet, Boosts Energy",Dry Fruits,400 g,440.0,0% off,440.0
Dilbhar Mix,Dry Fruits,190 g,150.0,0% off,150.0
Mouth Freshener - Shahi Mix,Dry Fruits,180 g - Bottle,111.6438,₹7 OFF,104.34
Kimia Dates - Source Of Vitamins & Essential Nutrients,Dry Fruits,500 g,240.0,0% off,240.0
Chocolaty Mix Mouth Freshener - Helps Boost Immunity & Digestion,Dry Fruits,140 g,100.1,30% OFF,77.0
Trail Mix - Sweet & Nuts Cocktail,Dry Fruits,50 g,115.0,0% off,115.0
Gourmet Omani Dates,Dry Fruits,680 g,412.5,25% OFF,330.0
Shai Mix,Dry Fruits,220 g,200.0,0% off,200.0
Walnut Kernels - Tested Pathogen Free,Dry Fruits,250 g,499.0,0% off,499.0
"Mouth Freshener/Mukhwas - Classic Gulkand Rose Petal Jam, After Meal Digestive",Dry Fruits,90 g,150.3112,₹4 OFF,144.53
"Mouth Freshener/ Mukhwas - Nukkad Imli Candy Pops,After Meal Digestive",Dry Fruits,90 g,179.0,0% off,179.0
Cashews,Dry Fruits,100 g,154.112,72% OFF,89.6
"Premium Chocolate Almonds/Badam - No Preservatives, Healthy Dessert/Snack",Dry Fruits,50 g,187.2,20% OFF,156.0
Cashew/Godambis - Green Chilli,Dry Fruits,140 g,394.24,12% OFF,352.0
MANGROVE DAILY BAZAR Raisins - Sweet & Fruity,Dry Fruits,500 g,215.0,0% off,215.0
Flaxseed Meal - Organic,Dry Fruits,500 g - (10 Sachets x 50 g each),,0% off,
Roasted Somp Saunf,Dry Fruits,100 g,62.0,0% off,62.0
Sounf Saunf - Mix,Dry Fruits,90 g,62.0,0% off,62.0
Jeera Mango,Dry Fruits,200 g,80.0,0% off,80.0
Khatta Meetha Aampak,Dry Fruits,200 g,145.0,0% off,145.0
"Pitted Prunes - Dried Seedless Plum, Tested Pathogen Free",Dry Fruits,200 g,299.0,0% off,299.0
Raw Pumpkin Seeds,Dry Fruits,150 g - Pouch,213.642,17% OFF,182.6
Pumpkin Seeds - Roasted & Salted,Dry Fruits,150 g,206.32319999999999,₹8 OFF,191.04
"SP. Saunf Mix Mouth Freshener - Improves Digestion, Rich In Aroma",Dry Fruits,90 g,58.0,0% off,58.0
Dried Blueberries,Dry Fruits,130 g,492.1875,25% OFF,393.75
Guava,Dry Fruits,50 g,84.0,12% OFF,75.0
Apple,Dry Fruits,50 g,84.0,12% OFF,75.0
Seedless Black Raisins,Dry Fruits,500 g,394.25039999999996,36% OFF,289.89
Dates - Royal Zahidi,Dry Fruits,500 g - Buy 1 Get 1 Free,240.0,0% off,240.0
Fresh Dates,Dry Fruits,500 g - (Buy 1 Get 1 Free),189.0,0% off,189.0
"Premium Black Dates - Natural, Rich In Dietary Fibre & Iron",Dry Fruits,400 g,379.2,20% OFF,316.0
Cashew/Godambis - Spanish Chilli Dry Roasted,Dry Fruits,80 g,149.0,0% off,149.0
UAE Dates/Kharjura - Seedless,Dry Fruits,500 g,216.0,₹20 OFF,180.0
Premium International Persian Dates,Dry Fruits,350 g,280.3125,25% OFF,224.25
Premium Roasted Super Seed Mix - Lightly Salted,Dry Fruits,2x250 g - Multipack,624.0,20% OFF,520.0
Green Mukhwas Mouth Freshener - Helps Boost Immunity & Digestion,Dry Fruits,150 g,90.09,30% OFF,69.3
"Makhana - Tangy Barbeque Flavoured, Roasted, Water Lily Pops, Gluten-Free, Vegan",Dry Fruits,3x35 g - Multipack,226.88709999999998,21% OFF,187.51
Cashew/Godambis - Dry Roasted & Cheese Flavour,Dry Fruits,80 g,152.6654,₹9 OFF,140.06
Ajwain Pachak Mouth Freshener,Dry Fruits,100 g,82.56,29% OFF,64.0
Cashew Nuts - Salted,Dry Fruits,400 g - Pouch,1064.0,₹40 OFF,760.0
Almond - Roasted & Salted,Dry Fruits,170 g - Pouch,380.0,0% off,380.0
Mitha Pan,Dry Fruits,170 g,140.0,0% off,140.0
Pan Mix,Dry Fruits,220 g,155.0,0% off,155.0
Dates - With Seed,Dry Fruits,500 g,,0% off,
Poushtik Pista - Salted,Dry Fruits,100 g - Pouch,170.0,0% off,170.0
Blueberry,Dry Fruits,100 g,320.0,0% off,320.0
Cranberries,Dry Fruits,250 g,,0% off,
The Vitamin Bar - Fresh Orange,Dry Fruits,35 g,,0% off,
The Vitamin Bars - Fresh Orange,Dry Fruits,35 g - Pack of 6,,0% off,
Fiber Bars - Mixed Fruit,Dry Fruits,35 g - Pack of 6,,0% off,
Raw White Chia Seeds  - Premium Raw Chia Seeds for Eating,Dry Fruits,250 g,300.0,0% off,300.0
Jamun Vati,Dry Fruits,180 g,140.625,25% OFF,112.5
Majestic Rose Mouth Freshener,Dry Fruits,200 g - Packet,160.0,0% off,160.0
Cranberry Almond Fusion,Dry Fruits,200 g,340.0,0% off,340.0
"Cashews - Roasted, Tangy Masala, Large",Dry Fruits,200 g,385.0,0% off,385.0
Keshar Mix,Dry Fruits,180 g,,0% off,
Health Mukhwas,Dry Fruits,80 g,,0% off,
Special Kishmish,Dry Fruits,200 g,149.0,0% off,149.0
Amla With Honey,Dry Fruits,15 pcs - Pet Jar,300.0,0% off,300.0
"Safawi/Kalmi Dates - 100% Natural, No Artificial Colours",Dry Fruits,500 g,525.0,0% off,525.0
Strawberry,Dry Fruits,200 g,345.0,0% off,345.0
Royal Zahidi Dates - Semi-Dry,Dry Fruits,500 g,145.0,0% off,145.0
Dates - Seedless Square,Dry Fruits,500 g - Box,149.0,0% off,149.0
"Dates/Kharjura - Fardh, Seeded",Dry Fruits,500g - Pouch,200.0,0% off,200.0
"Mouth Freshener/ Mukhwas - Khatta Meetha, After Meal Digestive",Dry Fruits,90 g,149.0,0% off,149.0
"Kaju Whole/Gota - Plain, Rich In Protein & Fibre",Dry Fruits,100 g - Pouch,112.0,0% off,112.0
Prunes,Dry Fruits,200 g,270.25,₹15 OFF,235.0
Saunf Rajasthani,Dry Fruits,180 g,150.0,0% off,150.0
Raw Sunflower Seeds - Premium,Dry Fruits,600 g,375.0,25% OFF,300.0
"Dates With Walnuts - Rich In Protein & Fibre, Keto-Friendly, No Added Sugar",Dry Fruits,200 g - Pouch,465.75,₹38 OFF,337.5
"Cheese & Herbs Roasted Whole Cashews - Crunchy, Rich In Protein",Dry Fruits,25 g,73.99000000000001,51% OFF,49.0
Saunf Meethi - Gulab Flavour,Dry Fruits,100 g - Jar,50.0,0% off,50.0
Somp Saunf - Mix,Dry Fruits,90 g,62.0,0% off,62.0
Roasted Flax Seeds,Dry Fruits,150 g,144.0,0% off,144.0
Dry Fruit Apricot,Dry Fruits,6x50 g - Multipack,493.83,18% OFF,418.5
Flavoured Cashews - Apple Cinnamon,Dry Fruits,250 g,481.0,₹30 OFF,370.0
Flavoured Cashews - Yummy Honey,Dry Fruits,250 g,481.0,₹30 OFF,370.0
Flavoured Cashews - Jumpy Jalapeno,Dry Fruits,250 g,476.16,₹28 OFF,372.0
Dry Fruit Pineapple,Dry Fruits,6x50 g - Multipack,493.83,18% OFF,418.5
Nutrione - Baked Cashew Nuts,Dry Fruits,85 g - Pouch,140.625,25% OFF,112.5
Gourmet Walnuts,Dry Fruits,500 g - Pouch,1387.5,25% OFF,1110.0
Dates - Muscat,Dry Fruits,500 g,247.0,0% off,247.0
"Dried Figs/Anjeer - Natural, Rich In Dietary Fibre & Calcium",Dry Fruits,180 g,456.0,20% OFF,380.0
Roasted Mix Seeds,Dry Fruits,150 g,265.0,0% off,265.0
"Dried Apricots  - Natural, Rich In Dietary Fibre & Vitamin A",Dry Fruits,200 g,375.0,0% off,375.0
Navaratan Mix Mouth Freshener,Dry Fruits,190 g,240.0,0% off,240.0
Superfood Mix,Dry Fruits,200 g,249.0,0% off,249.0
Dried Fig/Anjeer,Dry Fruits,200 g - Box,399.0,0% off,399.0
Breathtaking Blackberries,Dry Fruits,100 g,369.0,,369.0
Almonds - Roasted & Salted,Dry Fruits,200 g,,0% off,
Lemon Chaat - Pickle in your pocket,Dry Fruits,45 g - Pouch,50.0,0% off,50.0
Tummy Pops Aam Papad Pachak,Dry Fruits,95g - Paper Pouch,80.0,0% off,80.0
"Dates - Fardh, Pouch",Dry Fruits,250 g - Pouch,120.0,0% off,120.0
Raisins Kishmish - Tested Pathogen Free,Dry Fruits,250 g - Mono,149.0,0% off,149.0
Raw Pumpkin Seeds - Premium,Dry Fruits,1.25 Kg - Stand Up Pouch,1500.0,0% off,1500.0
Mouth Freshener - Ajwayan Pachak,Dry Fruits,100 g - Jar,51.5625,25% OFF,41.25
"Mango - Dried Fruit, Natural & Healthy, Rich In Antioxidants, Supports Eye Health",Dry Fruits,2x70 g - Multipack,218.4,40% OFF,156.0
Bombay Mix,Dry Fruits,180 g,165.0,0% off,165.0
Tummy Pops Meetha Paan - Gulkand/Betel Leaf & Rose Petal Jam,Dry Fruits,235g - Refill Pouch,,0% off,
Premium Raisins,Dry Fruits,55 g - Pouch,30.0,0% off,30.0
Zest Full Berry,Dry Fruits,115 g - Bottle,,0% off,
Imli Boota,Dry Fruits,200 g,135.0,0% off,135.0
Chandan Lucknow Variali,Dry Fruits,100 g - Pouch,65.0,0% off,65.0
Makhana - Peri-Peri,Dry Fruits,80 g,138.39,0% off,138.39
Coffee Oats & Seeds Trail Mix,Dry Fruits,100 g,169.0,0% off,169.0
Jaipuri No.1,Dry Fruits,200 g,80.0,0% off,80.0
Anar Dana,Dry Fruits,200 g,80.0,0% off,80.0
Mango Khatta Mitha,Dry Fruits,160 g - Bottle,150.0,0% off,150.0
Chatpata Amla,Dry Fruits,220 g,145.0,0% off,145.0
Trail Mix - Nuts & Berries with Pumpkin Seeds,Dry Fruits,50 g,,0% off,
Premium Dates - Seeded,Dry Fruits,500 g,120.0,0% off,120.0
Fard Dates - Premium,Dry Fruits,500 g,299.0,0% off,299.0
"Almonds - Jumbo, Roasted, Lightly Salted",Dry Fruits,200 g,395.0,0% off,395.0
"Nutty Almonds - Caramel Sea Salt, Zero Refines Sugar",Dry Fruits,135 g,389.025,₹33 OFF,292.5
Salted Cocktail Nuts,Dry Fruits,150 g - Tin,400.0,0% off,400.0
Black Raisins/Ona Drakshi,Dry Fruits,900 g,,0% off,
Date Syrup,Dry Fruits,500 g,400.0,0% off,400.0
Royal Kashmiri Mix,Dry Fruits,240 g,175.0,0% off,175.0
Milky Tukda,Dry Fruits,100 g - Bottle,,0% off,
Daily Berry Mix,Dry Fruits,200 g - Pouch,299.0,0% off,299.0
"Snack - Pumpkin, Honey Clusters",Dry Fruits,125 g,,0% off,
"Club Mix - With Nuts, Fruits & Berries",Dry Fruits,200 g,385.0,0% off,385.0
Arabian Dates,Dry Fruits,200 g - Tray Pack,,0% off,
"Cashews - Roasted, Lightly Salted, Large",Dry Fruits,100 g,205.0,0% off,205.0
Dry Fruit - Dates with Almond,Dry Fruits,200 g,285.0,0% off,285.0
Premium Cashews,Dry Fruits,200 g - Box,360.0,0% off,360.0
Vita Nutri - Awla,Dry Fruits,100 g - Bottle,120.0,0% off,120.0
Makhana - Chaat,Dry Fruits,80 g,155.0,0% off,155.0
Anjeer Figs - Healthy Snack Option,Dry Fruits,100 g - Pouch,142.0,0% off,142.0
"Strawberries - Whole & Dried, Rich In Antioxidants",Dry Fruits,200 g,325.0,0% off,325.0
Fardh Dates - Seeded,Dry Fruits,500 g,240.0,0% off,240.0
Ajwa Dates/Kharjura,Dry Fruits,250 g,779.22,₹56 OFF,499.5
Mouth Freshener - Abajpati Goli,Dry Fruits,180 g - Bottle,150.0,0% off,150.0
Mouth Freshener - Rajbhog,Dry Fruits,140 g,,0% off,
Mouth Freshener - Sonff Special,Dry Fruits,145 g - Pouch,257.0,0% off,257.0
Raisins Munakka Abjosh - Tested Pathogen Free,Dry Fruits,250 g,299.0,0% off,299.0
Iranian Premium Dates,Dry Fruits,500 g,280.3125,25% OFF,224.25
"Magic Masala Roasted Whole Cashews - Crunchy, Rich In Protein & Fibre",Dry Fruits,25 g,73.99000000000001,51% OFF,49.0
Aam Pachak,Dry Fruits,200 g,80.0,0% off,80.0
Fruit Jelly,Dry Fruits,200 g,130.0,0% off,130.0
Special Cashew,Dry Fruits,200 g - Pouch,419.0,0% off,419.0
Tutty Fruity,Dry Fruits,100 g - Pouch,31.08,48% OFF,21.0
Tropical Nuts & Fruits Mix,Dry Fruits,180 g - Pouch,465.75,₹38 OFF,337.5
Dry Fruit - Cherry,Dry Fruits,200 g,90.0,0% off,90.0
Premium International Trail Mix,Dry Fruits,35 g,69.69,1% OFF,69.0
Turkish Hazelnut,Dry Fruits,100 g,422.35200000000003,40% OFF,301.68
"Whole Cashew - Small, W320",Dry Fruits,500 g,,0% off,
Shimla Mix,Dry Fruits,230 g,165.0,0% off,165.0
Royal Green Mukhwas,Dry Fruits,230 g,190.0,0% off,190.0
"Afghan Green Raisins - Seedless, Helps In Anaemia, Prevents Cancer",Dry Fruits,200 g,,0% off,
"Almonds - Roasted, California, Salt & Pepper",Dry Fruits,200 g,,0% off,
Cashew Nuts - Masala,Dry Fruits,100 g,,0% off,
Energy Bar - Hazelnut Magic,Dry Fruits,30 g,50.0,0% off,50.0
"Cashewnuts - Jumbo, Roasted, Lightly Salted",Dry Fruits,200 g,420.0,0% off,420.0
"Seeds - Pumpkin, Roasted, Lightly Salted",Dry Fruits,200 g,,0% off,
Mukhwas - Bambaiya Mix,Dry Fruits,125 g,145.0,0% off,145.0
Peru Vati,Dry Fruits,180 g,130.0,0% off,130.0
The Fiber Bar - Mixed Fruit,Dry Fruits,35 g,,0% off,
Walnuts - Honey Roasted with Sesame,Dry Fruits,145 g,395.0,0% off,395.0
Cranberries Whole & Dried - Source Of Anti-oxidants,Dry Fruits,200 g,265.0,0% off,265.0
"Tit Bit Mouth Freshener - Helps Boost Immunity & Digestion, Rich In Vitamin C",Dry Fruits,130 g,100.1,30% OFF,77.0
Pista - Roasted,Dry Fruits,200 g,365.0,0% off,365.0
Mukhwas,Dry Fruits,100 g - Bottle,50.0,0% off,50.0
Kismis - Black,Dry Fruits,140 g,140.0,0% off,140.0
Fruits & Nuts,Dry Fruits,150 g,252.89,21% OFF,209.0
MAKHANA,Dry Fruits,100 gm,140.0,0% off,140.0
Gourmet Trail Mix,Dry Fruits,340 g - Pouch,515.625,25% OFF,412.5
Masala Cashew/Godambi - Black Pepper,Dry Fruits,200 g - Pouch,284.26,22% OFF,233.0
Walnut Kernels,Dry Fruits,250 g,,0% off,
Classic Sultan Dates,Dry Fruits,500 g,210.0,0% off,210.0
Party Mix,Dry Fruits,150 g,199.0,0% off,199.0
WDT - Fard Premium Dates,Dry Fruits,500 g - Pouch,299.0,0% off,299.0
Churi Souf,Dry Fruits,100 g,,0% off,
Phanastastic Jackfruit Bars,Dry Fruits,50 g - Pouch,,0% off,
"Seeds - Pumpkin, Roasted, Barbeque",Dry Fruits,200 g,230.0,0% off,230.0
California Almonds,Dry Fruits,500 g,,0% off,
Kachi Kairi,Dry Fruits,180 g - Bottle,140.625,25% OFF,112.5
Dry Dates Chuara - Kharek,Dry Fruits,500 g - Pouch,249.0,0% off,249.0
Roasted Alsi,Dry Fruits,180 g - Can,150.0,25% OFF,120.0
Seeds - Muskmelon,Dry Fruits,150 g,326.30400000000003,₹3 OFF,316.8
Dates - Delightful Farm Fresh Medjool,Dry Fruits,680 g,1680.0,0% off,1680.0
"Roasted & Salted Pista - Shahi Akbari, Big",Dry Fruits,200 g,537.3199999999999,33% OFF,404.0
Shelled Walnuts,Dry Fruits,250 g,528.0,20% OFF,440.0
Cashew - Salted,Dry Fruits,200 g,325.0,0% off,325.0
Premium Roasted & Salted Sunflower Seeds - No Shells,Dry Fruits,2x250 g - Multipack,385.0,10% OFF,350.0
Classic Sultan Dates,Dry Fruits,500 g,265.0,0% off,265.0
Organic Turkish Apricots,Dry Fruits,200 g,360.0,0% off,360.0
Signature Turkish Hazelnut,Dry Fruits,100 g,,0% off,
Dried Strawberries,Dry Fruits,2x16 gm - Multipack,200.0,0% off,200.0
Freeze-Dried Crunchy Pineapple Snack,Dry Fruits,20 g,,0% off,
Premium Dried Cranberries Sliced,Dry Fruits,2x200 g - Multipack,637.5,25% OFF,510.0
Sunflower - Seed Roasted,Dry Fruits,200 g,150.0,0% off,150.0
Imly,Dry Fruits,200 g,90.0,0% off,90.0
Mouth Freshener - Spl. Jamnagari Mukhwas,Dry Fruits,100 g - Pouch,60.0,0% off,60.0
Signature California Walnut/Akrodu Kernels,Dry Fruits,200 g,419.0,0% off,419.0
Roasted Sunflower Seeds,Dry Fruits,125 g,165.12,28% OFF,129.0
Premium Dates - De-Seeded,Dry Fruits,500 g,145.0,0% off,145.0
Cashew/Godambis - Mediterranean Rosemary,Dry Fruits,145 g,403.777,₹21 OFF,333.7
Salted Almonds,Dry Fruits,140 g - Cans,392.35,₹18 OFF,332.5
Afghan Dried Apricot,Dry Fruits,200 g,265.7473,33% OFF,199.81
"Afghan Anjeer, Dry Figs",Dry Fruits,250 g,381.5175,₹29 OFF,295.75
Roasted & Salted - California Almonds,Dry Fruits,200 g,399.0,0% off,399.0
"Tasty Herbal Mukhwas - Mouth Freshener, Helps In Digestion",Dry Fruits,100 g,255.0,0% off,255.0
"Cashews - Roasted, Salt & Pepper, Large",Dry Fruits,200 g,395.0,0% off,395.0
Punjabi Mix,Dry Fruits,230 g,155.0,0% off,155.0
Spicy Trail Mix,Dry Fruits,30 g,45.0,0% off,45.0
"Broken Cashew/Kaju - Wholesome, Nutritious",Dry Fruits,500 g,730.0,0% off,730.0
"Raisins/Kishmish Indian - Nutritious, Wholesome",Dry Fruits,500 g,255.0,0% off,255.0
"Premium Raw Chia Seeds - Organic, Natural, Healthy, Superfood, Gluten-Free,Vegan",Dry Fruits,350 g,206.0,0% off,206.0
"Dry Fruits Combo - Afghan Kismiss, Pistachio, Walnut, Vacuum Packed",Dry Fruits,550 g - (Pack of 3),,0% off,
Flax Seed Mix Plant Based Superfood,Dry Fruits,190 g - Packet,,0% off,
Dried Apricots Jardalu - Tested Pathogen Free,Dry Fruits,250 g - Pouch,249.0,0% off,249.0
Tummy Pops Rajasthani Saunf Mix,Dry Fruits,95g - Paper Pouch,75.0,0% off,75.0
Alfalfa Seeds,Dry Fruits,200 g,235.0,0% off,235.0
Chennai Saunf,Dry Fruits,200 g - Can,130.0,0% off,130.0
Jeera Goli,Dry Fruits,230 g - Can,135.0,0% off,135.0
Pomo Shots Mix Digestive,Dry Fruits,135 g - Packet,160.0,0% off,160.0
WKR - Caramelized Walnut Kernel With Seasame Seeds,Dry Fruits,24 pcs - Tin pack,,0% off,
"Almonds/Badam - Californian, 100% Natural, Nutrient Rich",Dry Fruits,1 kg,1575.0,0% off,1575.0
Dried Cranberries Whole - Tested Pathogen Free,Dry Fruits,200 g - Mono,299.0,0% off,299.0
Raisins Black - Pathogen Free,Dry Fruits,250 g,229.0,0% off,229.0
Mango Spicy Candy,Dry Fruits,200 g,,0% off,
"Dried Blueberries - Rich In Fibre & Antioxidants, No Artificial Colours, Boosts Immunity",Dry Fruits,100 g,300.0,0% off,300.0
Salted Roasted Magic Mix,Dry Fruits,200 g - Box,450.0,0% off,450.0
Assorted Pack,Dry Fruits,10 pcs - Box,200.0,0% off,200.0
Premium Plain Magic Mix,Dry Fruits,55 g - Pouch,90.0,0% off,90.0
Tummy Pops Mouth Freshener - Long Pepper/Pipli,Dry Fruits,235g - Refill Pouch,239.0,0% off,239.0
Tummy Pops Mouth Freshener - Khatta-Meetha/Spice Mix,Dry Fruits,235g - Refill Pouch,239.0,0% off,239.0
"Goan Cashews - Premium Dry Fruits, Rich In Minerals, Good For Skin Health",Dry Fruits,1 kg,2723.9700000000003,₹102 OFF,1348.5
"Dry Fruits Combo - Pistachio & Cashew, Vacuum Packed",Dry Fruits,400 g - (Pack of 2),800.0,0% off,800.0
MANGROVE DAILY BAZAR Cashew Whole Mixed Grade Karnel - Rich In Taste,Dry Fruits,500 g,560.0,0% off,560.0
"Dates - Seeded, Premium",Dry Fruits,500 g,172.0,0% off,172.0
Fardh Dates/Kharjura - Seedless,Dry Fruits,500 g,335.0,0% off,335.0
Premium Quality Seedless Dates - Rich In Nutritional Benefits,Dry Fruits,400 g,,0% off,
"Medjool Dates - Fresh, Juicy, Naturally Sweet, From Jordan River Valley",Dry Fruits,250 g,595.0,0% off,595.0
Tiny Cashew Nuts - Rich In Fibre,Dry Fruits,500 g,600.0,0% off,600.0
Titora,Dry Fruits,180 g,,0% off,
Cashew Nuts - Tested Pathogen Free,Dry Fruits,250 g,349.0,0% off,349.0
Chia Seeds,Dry Fruits,150 g,195.0,0% off,195.0
"Roasted Almonds - Barbeque, Premium California Badam, Healthy Snack, Superfood",Dry Fruits,125 g - Pouch,331.1616,12% OFF,295.68
Saunf Meethi - Khas-Khas Flavour,Dry Fruits,100 g - Jar,45.0,0% off,45.0
"Flax Seeds - Organic, USDA Certified",Dry Fruits,600 g - 425gm,189.975,49% OFF,127.5
Amla Jaggery Candy,Dry Fruits,70 g,90.0,0% off,90.0
Cashew Nuts - W450,Dry Fruits,400 g,,0% off,
"Red Chilli Cashew - Rich In Vitamins, Minerals, Energy & Fibre",Dry Fruits,80 g,135.9375,25% OFF,108.75
Spiced Gud Saunf - Masala Jaggery Fennel Mukhwas,Dry Fruits,300 g,,0% off,
Roasted Almonds,Dry Fruits,500 g,599.0,0% off,599.0
Long Green Raisins,Dry Fruits,100 g,55.11,67% OFF,33.0
"Roasted Whole Cashews - Thai Sweet Chilli, Healthy Snack",Dry Fruits,25 g,73.99000000000001,51% OFF,49.0
Pista Green Irani - Roasted & Salted,Dry Fruits,100 g - Pouch,318.0,0% off,318.0
"Peri Peri Roasted Californian Almonds - Crunchy, Rich In Protein",Dry Fruits,25 g,73.99000000000001,51% OFF,49.0
PREMIUM CALIFORNIA ROASTED & SALTED PISTACHIOS PISTA 200 gm,Dry Fruits,200 g,615.1949999999999,₹47 OFF,418.5
Salted Pista - Rich In Nutrients & High In Protein,Dry Fruits,120 g,210.56,₹12 OFF,188.0
Kudineer Churnam - Kapha Vata Jwara,Dry Fruits,75 g - Pet bottle,243.75,25% OFF,195.0
Rashili Mukhwas Mouth Freshener - Helps Boost Immunity & Digestion,Dry Fruits,130 g,100.1,30% OFF,77.0
Imli Modak - Good For Digestion,Dry Fruits,220 g,,0% off,
Dates - Seedless,Dry Fruits,250 g,102.05,57% OFF,65.0
Signature Roasted & Salted Cashew/Godambi - W240,Dry Fruits,200 g,449.0,0% off,449.0
"Snack - Sunflower Seeds, Roasted, Salted Crunch, Harippa",Dry Fruits,125 g,149.0,0% off,149.0
"Almonds - Roasted, Smoked Jalapeno",bigbasket,200 g,345.0,0% off,345.0
WDT - Arabian Premium Dates,bigbasket,500 g - Pouch,199.0,0% off,199.0
Amla - Dry,bigbasket,100 g,50.0,0% off,50.0
Roasted Sunflower Seeds - Smoke Jalapeno,bigbasket,200 g,160.0,0% off,160.0
Almonds - Smokehouse,bigbasket,150 g - Box,410.0,0% off,410.0
Black Betel Nut,bigbasket,50 g,98.31,13% OFF,87.0
Seedless Safawi Dates from Saudi Arabia,bigbasket,250 g,620.0,0% off,620.0
Almonds - Honey Roasted with Sesame,bigbasket,145 g,330.0,0% off,330.0
Crunchy Chatpata Cashews,bigbasket,100 g,199.0,0% off,199.0
"Trail Mix Nuts, Seeds & Dry Fruits",bigbasket,100 g,150.0,25% OFF,120.0
Fruit & Nut Trail Mix,bigbasket,100 g,169.0,0% off,169.0
Coated Green Peas - Wasabi,bigbasket,150 g,147.552,₹6 OFF,139.2
Mouth Freshener - Green Mix,bigbasket,210 g - Bottle,125.0,0% off,125.0
Jalaram Mix souf (Mukwas),bigbasket,90 g,56.0,0% off,56.0
Gourmet Figs,bigbasket,200 g,480.0,0% off,480.0
"SP. Khajoor/Dates - Rich In Vitamins, Minerals, Energy, Fibre, No Preservatives",bigbasket,500 g,180.0,0% off,180.0
Cashew/Godambi - Roasted & Salted,bigbasket,500 g,834.4,40% OFF,596.0
"Cashews/Godambis - Burnt Garlic, Roasted, Natural, Rich In Protein & Fibre, Gluten Free",bigbasket,2x70 g - Multipack,373.1943,23% OFF,303.41
Premium Quality Dates,bigbasket,500 g,759.9404999999999,21% OFF,628.05
Omani Dates,bigbasket,500 g,323.4375,25% OFF,258.75
Un-Junked Walnut Kernels,bigbasket,200 g,394.2,46% OFF,270.0
Spanish Corn - Roasted & Salted,bigbasket,150 g,149.0,0% off,149.0
Makhana - Salt & Pepper,bigbasket,80 g,165.0,0% off,165.0
Cacoa Nibs Trail Mix,bigbasket,100 g,169.0,0% off,169.0
"Nuts Blend - Thai, Chilli",bigbasket,200 g,390.0,0% off,390.0
"Pista - California, Roasted & Salted",bigbasket,500 g,861.73,37% OFF,629.0
Gola Munakka,bigbasket,250 g,254.8,30% OFF,196.0
Berries Mix,bigbasket,200 g,386.0724,18% OFF,327.18
"Chilli Cranberries - Spicy, Tangy Flavour, Rich In Antioxidants",bigbasket,125 g,234.375,25% OFF,187.5
Freeze-Dried Crunchy Mango Snack,bigbasket,20 g,,0% off,
Tummy Pops Imli Candy Pops,bigbasket,95g - Paper Pouch,75.0,0% off,75.0
Poushtik Almonds,bigbasket,100 g - Pouch,155.0,0% off,155.0
Tummy Pops Mouth Freshener - Jeera/Cumin,bigbasket,235g - Refill Pouch,239.0,0% off,239.0
PREMIUM LONG GREEN RAISINS KISHMISH SEEDLESS 250 gm,bigbasket,250 g,137.2275,₹7 OFF,128.25
"Basra Dates - Soft, Juicy, Delicious, Balanced Sweetness, Boosts Immunity",bigbasket,250 g,225.0,0% off,225.0
Molsi's Turkish Apricots,bigbasket,250 gm,390.0,0% off,390.0
Cashews,bigbasket,200 g,304.91790000000003,77% OFF,172.27
"Anjeer - Rich In Potassium, Iron, Calcium & Dietary Fibre",bigbasket,100 g,190.0,0% off,190.0
Badam Kagazi With Shells,bigbasket,400 g,,0% off,
"Green Pistachio - Dry Fruit, Antioxidant-Rich, High In Protein, Helps Maintain Weight",bigbasket,100 g - Pouch,295.0,0% off,295.0
